Datum;Artikel_ID;Kunde;Menge
2015-02-16;Artikel_88;Kunde_12;2
2015-02-16;Artikel_39;Kunde_3;1
2015-02-17;Artikel_51;Kunde_29;1
2015-02-17;Artikel_83;Kunde_1;2
2015-02-17;Artikel_14;Kunde_1;1
2015-02-17;Artikel_39;Kunde_16;2
2015-02-18;Artikel_28;Kunde_17;1
2015-02-18;Artikel_62;Kunde_10;1
2015-02-18;Artikel_93;Kunde_27;2
2015-02-18;Artikel_13;Kunde_18;2
2015-02-18;Artikel_33;Kunde_24;2
2015-02-19;Artikel_65;Kunde_7;-1
2015-02-19;Artikel_32;Kunde_19;2
2015-02-20;Artikel_81;Kunde_5;1
2015-02-20;Artikel_19;Kunde_12;2
2015-02-20;Artikel_5;Kunde_24;1
2015-02-20;Artikel_59;Kunde_5;3
2015-02-20;Artikel_56;Kunde_4;2
2015-02-20;Artikel_72;Kunde_21;-1
2015-02-23;Artikel_15;Kunde_5;1
2015-02-23;Artikel_75;Kunde_24;-1
2015-02-23;Artikel_43;Kunde_12;3
2015-02-23;Artikel_48;Kunde_26;1
2015-02-23;Artikel_43;Kunde_16;3
2015-02-23;Artikel_21;Kunde_24;3
2015-02-23;Artikel_86;Kunde_27;2
2015-02-24;Artikel_24;Kunde_11;3
2015-02-24;Artikel_18;Kunde_16;-1
2015-02-24;Artikel_53;Kunde_29;2
2015-02-24;Artikel_71;Kunde_18;1
2015-02-24;Artikel_46;Kunde_5;1
2015-02-25;Artikel_85;Kunde_16;1
2015-02-25;Artikel_74;Kunde_11;1
2015-02-25;Artikel_3;Kunde_22;3
2015-02-25;Artikel_60;Kunde_16;2
2015-02-25;Artikel_84;Kunde_1;1
2015-02-25;Artikel_93;Kunde_15;2
2015-02-25;Artikel_68;Kunde_28;1
2015-02-25;Artikel_42;Kunde_18;1
2015-02-25;Artikel_86;Kunde_15;2
2015-02-26;Artikel_100;Kunde_5;1
2015-02-26;Artikel_49;Kunde_28;3
2015-02-26;Artikel_2;Kunde_4;3
2015-02-26;Artikel_1;Kunde_19;1
2015-02-26;Artikel_40;Kunde_22;2
2015-02-26;Artikel_71;Kunde_27;2
2015-02-26;Artikel_75;Kunde_22;-1
2015-02-26;Artikel_94;Kunde_18;-1
2015-02-27;Artikel_59;Kunde_12;3
2015-02-27;Artikel_84;Kunde_16;-1
2015-02-27;Artikel_40;Kunde_30;1
2015-03-02;Artikel_51;Kunde_22;2
2015-03-02;Artikel_65;Kunde_17;1
2015-03-02;Artikel_58;Kunde_19;1
2015-03-02;Artikel_40;Kunde_5;-1
2015-03-02;Artikel_68;Kunde_22;1
2015-03-03;Artikel_90;Kunde_5;3
2015-03-03;Artikel_75;Kunde_8;1
2015-03-03;Artikel_90;Kunde_27;1
2015-03-03;Artikel_80;Kunde_5;-1
2015-03-03;Artikel_93;Kunde_27;3
2015-03-03;Artikel_5;Kunde_1;1
2015-03-03;Artikel_13;Kunde_17;1
2015-03-03;Artikel_91;Kunde_17;1
2015-03-04;Artikel_4;Kunde_2;-1
2015-03-04;Artikel_82;Kunde_16;3
2015-03-04;Artikel_7;Kunde_4;-1
2015-03-04;Artikel_60;Kunde_10;1
2015-03-05;Artikel_47;Kunde_28;1
2015-03-05;Artikel_4;Kunde_10;2
2015-03-05;Artikel_45;Kunde_5;-1
2015-03-05;Artikel_53;Kunde_8;1
2015-03-05;Artikel_91;Kunde_10;1
2015-03-05;Artikel_95;Kunde_5;1
2015-03-05;Artikel_35;Kunde_5;1
2015-03-06;Artikel_78;Kunde_23;3
2015-03-06;Artikel_1;Kunde_28;2
2015-03-06;Artikel_18;Kunde_5;1
2015-03-06;Artikel_45;Kunde_24;1
2015-03-09;Artikel_9;Kunde_22;1
2015-03-10;Artikel_96;Kunde_10;2
2015-03-10;Artikel_60;Kunde_2;3
2015-03-10;Artikel_4;Kunde_19;2
2015-03-10;Artikel_19;Kunde_22;-1
2015-03-10;Artikel_42;Kunde_28;2
2015-03-10;Artikel_42;Kunde_29;1
2015-03-10;Artikel_1;Kunde_22;1
2015-03-11;Artikel_27;Kunde_28;1
2015-03-11;Artikel_29;Kunde_19;2
2015-03-11;Artikel_76;Kunde_21;2
2015-03-11;Artikel_38;Kunde_1;3
2015-03-11;Artikel_19;Kunde_19;2
2015-03-11;Artikel_3;Kunde_15;1
2015-03-12;Artikel_79;Kunde_19;1
2015-03-12;Artikel_92;Kunde_17;3
2015-03-12;Artikel_99;Kunde_10;1
2015-03-12;Artikel_71;Kunde_10;1
2015-03-12;Artikel_18;Kunde_17;2
2015-03-13;Artikel_23;Kunde_22;1
2015-03-13;Artikel_83;Kunde_25;3
2015-03-13;Artikel_28;Kunde_26;1
2015-03-13;Artikel_45;Kunde_11;1
2015-03-13;Artikel_4;Kunde_5;1
2015-03-13;Artikel_93;Kunde_5;1
2015-03-13;Artikel_79;Kunde_10;1
2015-03-16;Artikel_65;Kunde_1;1
2015-03-16;Artikel_46;Kunde_16;2
2015-03-16;Artikel_60;Kunde_15;-1
2015-03-16;Artikel_19;Kunde_17;1
2015-03-17;Artikel_45;Kunde_5;1
2015-03-17;Artikel_13;Kunde_5;1
2015-03-17;Artikel_91;Kunde_7;1
2015-03-17;Artikel_91;Kunde_3;-1
2015-03-17;Artikel_65;Kunde_3;3
2015-03-17;Artikel_61;Kunde_17;1
2015-03-17;Artikel_29;Kunde_10;2
2015-03-18;Artikel_79;Kunde_30;1
2015-03-18;Artikel_36;Kunde_1;2
2015-03-19;Artikel_62;Kunde_10;3
2015-03-19;Artikel_74;Kunde_19;2
2015-03-19;Artikel_63;Kunde_1;2
2015-03-19;Artikel_62;Kunde_17;3
2015-03-19;Artikel_76;Kunde_12;1
2015-03-19;Artikel_17;Kunde_2;2
2015-03-19;Artikel_10;Kunde_18;3
2015-03-19;Artikel_91;Kunde_18;1
2015-03-19;Artikel_5;Kunde_19;-1
2015-03-19;Artikel_80;Kunde_15;1
2015-03-20;Artikel_17;Kunde_18;1
2015-03-20;Artikel_82;Kunde_1;-1
2015-03-20;Artikel_80;Kunde_28;1
2015-03-20;Artikel_33;Kunde_15;2
2015-03-20;Artikel_58;Kunde_14;2
2015-03-20;Artikel_83;Kunde_17;2
2015-03-20;Artikel_66;Kunde_8;1
2015-03-23;Artikel_4;Kunde_22;1
2015-03-23;Artikel_84;Kunde_1;3
2015-03-23;Artikel_36;Kunde_1;3
2015-03-23;Artikel_65;Kunde_27;-1
2015-03-23;Artikel_28;Kunde_16;2
2015-03-23;Artikel_42;Kunde_3;3
2015-03-24;Artikel_15;Kunde_6;-1
2015-03-24;Artikel_80;Kunde_15;1
2015-03-24;Artikel_87;Kunde_15;2
2015-03-24;Artikel_35;Kunde_27;3
2015-03-25;Artikel_22;Kunde_5;1
2015-03-25;Artikel_75;Kunde_2;2
2015-03-25;Artikel_15;Kunde_4;1
2015-03-25;Artikel_80;Kunde_13;1
2015-03-25;Artikel_60;Kunde_1;2
2015-03-25;Artikel_62;Kunde_29;1
2015-03-25;Artikel_83;Kunde_17;-1
2015-03-26;Artikel_28;Kunde_2;1
2015-03-26;Artikel_68;Kunde_12;2
2015-03-26;Artikel_88;Kunde_7;3
2015-03-26;Artikel_8;Kunde_26;3
2015-03-26;Artikel_79;Kunde_28;1
2015-03-26;Artikel_65;Kunde_4;1
2015-03-26;Artikel_35;Kunde_24;-1
2015-03-26;Artikel_80;Kunde_15;3
2015-03-27;Artikel_90;Kunde_4;-1
2015-03-27;Artikel_44;Kunde_16;2
2015-03-27;Artikel_91;Kunde_22;1
2015-03-27;Artikel_17;Kunde_2;1
2015-03-27;Artikel_60;Kunde_24;3
2015-03-27;Artikel_45;Kunde_14;3
2015-03-27;Artikel_44;Kunde_17;3
2015-03-27;Artikel_3;Kunde_22;2
2015-03-30;Artikel_11;Kunde_27;1
2015-03-30;Artikel_14;Kunde_29;1
2015-03-30;Artikel_21;Kunde_16;1
2015-03-30;Artikel_47;Kunde_4;2
2015-03-30;Artikel_58;Kunde_19;1
2015-03-30;Artikel_40;Kunde_28;1
2015-03-30;Artikel_14;Kunde_24;1
2015-03-30;Artikel_66;Kunde_27;2
2015-03-31;Artikel_80;Kunde_20;1
2015-03-31;Artikel_11;Kunde_17;2
2015-03-31;Artikel_31;Kunde_19;1
2015-03-31;Artikel_12;Kunde_22;2
2015-04-01;Artikel_40;Kunde_15;3
2015-04-01;Artikel_40;Kunde_10;1
2015-04-01;Artikel_33;Kunde_10;2
2015-04-01;Artikel_95;Kunde_29;1
2015-04-01;Artikel_5;Kunde_17;2
2015-04-02;Artikel_62;Kunde_29;3
2015-04-02;Artikel_82;Kunde_22;2
2015-04-03;Artikel_50;Kunde_10;2
2015-04-03;Artikel_51;Kunde_2;-1
2015-04-03;Artikel_33;Kunde_16;1
2015-04-03;Artikel_11;Kunde_2;1
2015-04-06;Artikel_28;Kunde_12;1
2015-04-06;Artikel_47;Kunde_26;2
2015-04-06;Artikel_65;Kunde_5;2
2015-04-06;Artikel_72;Kunde_5;-1
2015-04-06;Artikel_96;Kunde_25;1
2015-04-07;Artikel_84;Kunde_5;1
2015-04-07;Artikel_68;Kunde_16;-1
2015-04-07;Artikel_4;Kunde_25;1
2015-04-08;Artikel_47;Kunde_24;3
2015-04-08;Artikel_39;Kunde_24;1
2015-04-08;Artikel_8;Kunde_10;3
2015-04-08;Artikel_62;Kunde_17;3
2015-04-08;Artikel_51;Kunde_17;2
2015-04-08;Artikel_40;Kunde_20;3
2015-04-08;Artikel_39;Kunde_19;1
2015-04-09;Artikel_60;Kunde_28;1
2015-04-09;Artikel_26;Kunde_20;2
2015-04-09;Artikel_31;Kunde_28;1
2015-04-09;Artikel_39;Kunde_16;1
2015-04-10;Artikel_75;Kunde_10;1
2015-04-10;Artikel_74;Kunde_2;2
2015-04-10;Artikel_29;Kunde_19;1
2015-04-10;Artikel_93;Kunde_27;3
2015-04-10;Artikel_28;Kunde_15;1
2015-04-13;Artikel_73;Kunde_1;1
2015-04-14;Artikel_96;Kunde_28;1
2015-04-14;Artikel_59;Kunde_5;3
2015-04-14;Artikel_48;Kunde_4;1
2015-04-15;Artikel_19;Kunde_18;1
2015-04-15;Artikel_71;Kunde_3;1
2015-04-15;Artikel_14;Kunde_2;2
2015-04-15;Artikel_41;Kunde_24;3
2015-04-15;Artikel_67;Kunde_4;-1
2015-04-15;Artikel_4;Kunde_29;2
2015-04-15;Artikel_28;Kunde_22;1
2015-04-15;Artikel_43;Kunde_18;1
2015-04-15;Artikel_88;Kunde_28;2
2015-04-15;Artikel_8;Kunde_22;1
2015-04-16;Artikel_68;Kunde_18;-1
2015-04-16;Artikel_88;Kunde_29;1
2015-04-16;Artikel_13;Kunde_4;1
2015-04-17;Artikel_49;Kunde_18;1
2015-04-17;Artikel_8;Kunde_12;-1
2015-04-17;Artikel_93;Kunde_7;-1
2015-04-17;Artikel_51;Kunde_28;3
2015-04-17;Artikel_40;Kunde_8;2
2015-04-17;Artikel_6;Kunde_14;1
2015-04-17;Artikel_96;Kunde_19;2
2015-04-17;Artikel_74;Kunde_7;2
2015-04-17;Artikel_70;Kunde_26;3
2015-04-20;Artikel_67;Kunde_12;2
2015-04-20;Artikel_84;Kunde_26;1
2015-04-20;Artikel_37;Kunde_14;2
2015-04-20;Artikel_65;Kunde_7;1
2015-04-20;Artikel_39;Kunde_19;2
2015-04-21;Artikel_26;Kunde_29;1
2015-04-21;Artikel_39;Kunde_17;1
2015-04-21;Artikel_93;Kunde_4;1
2015-04-21;Artikel_91;Kunde_2;2
2015-04-22;Artikel_90;Kunde_20;3
2015-04-22;Artikel_54;Kunde_4;3
2015-04-22;Artikel_80;Kunde_1;-1
2015-04-22;Artikel_23;Kunde_25;1
2015-04-22;Artikel_4;Kunde_12;3
2015-04-23;Artikel_47;Kunde_23;2
2015-04-23;Artikel_2;Kunde_7;1
2015-04-23;Artikel_49;Kunde_4;2
2015-04-24;Artikel_79;Kunde_27;-1
2015-04-24;Artikel_51;Kunde_5;1
2015-04-24;Artikel_65;Kunde_28;1
2015-04-27;Artikel_90;Kunde_24;1
2015-04-27;Artikel_96;Kunde_19;2
2015-04-27;Artikel_39;Kunde_3;1
2015-04-27;Artikel_3;Kunde_26;2
2015-04-27;Artikel_18;Kunde_30;1
2015-04-28;Artikel_80;Kunde_5;1
2015-04-28;Artikel_97;Kunde_2;3
2015-04-28;Artikel_67;Kunde_2;2
2015-04-28;Artikel_11;Kunde_4;2
2015-04-28;Artikel_39;Kunde_17;1
2015-04-28;Artikel_91;Kunde_24;1
2015-04-28;Artikel_100;Kunde_10;1
2015-04-28;Artikel_32;Kunde_5;1
2015-04-29;Artikel_4;Kunde_16;2
2015-04-30;Artikel_87;Kunde_29;2
2015-04-30;Artikel_40;Kunde_3;2
2015-04-30;Artikel_23;Kunde_19;2
2015-04-30;Artikel_86;Kunde_1;1
2015-04-30;Artikel_86;Kunde_11;-1
2015-04-30;Artikel_49;Kunde_14;2
2015-05-01;Artikel_94;Kunde_22;2
2015-05-01;Artikel_47;Kunde_18;3
2015-05-01;Artikel_87;Kunde_1;1
2015-05-01;Artikel_51;Kunde_15;1
2015-05-01;Artikel_45;Kunde_30;3
2015-05-01;Artikel_4;Kunde_17;2
2015-05-01;Artikel_24;Kunde_18;3
2015-05-01;Artikel_68;Kunde_17;3
2015-05-01;Artikel_90;Kunde_30;1
2015-05-04;Artikel_90;Kunde_5;2
2015-05-04;Artikel_32;Kunde_17;2
2015-05-04;Artikel_4;Kunde_2;1
2015-05-04;Artikel_47;Kunde_19;2
2015-05-04;Artikel_17;Kunde_19;1
2015-05-05;Artikel_39;Kunde_1;1
2015-05-05;Artikel_85;Kunde_14;2
2015-05-05;Artikel_48;Kunde_3;3
2015-05-05;Artikel_42;Kunde_16;1
2015-05-05;Artikel_28;Kunde_16;1
2015-05-05;Artikel_45;Kunde_17;3
2015-05-05;Artikel_85;Kunde_30;1
2015-05-05;Artikel_85;Kunde_29;2
2015-05-05;Artikel_10;Kunde_15;1
2015-05-05;Artikel_31;Kunde_17;1
2015-05-06;Artikel_33;Kunde_19;1
2015-05-06;Artikel_74;Kunde_26;1
2015-05-06;Artikel_94;Kunde_21;-1
2015-05-06;Artikel_96;Kunde_1;2
2015-05-06;Artikel_27;Kunde_19;1
2015-05-07;Artikel_62;Kunde_2;1
2015-05-07;Artikel_4;Kunde_24;-1
2015-05-07;Artikel_27;Kunde_17;-1
2015-05-07;Artikel_97;Kunde_12;2
2015-05-07;Artikel_14;Kunde_20;2
2015-05-07;Artikel_72;Kunde_8;1
2015-05-08;Artikel_34;Kunde_22;2
2015-05-08;Artikel_29;Kunde_8;1
2015-05-11;Artikel_82;Kunde_18;1
2015-05-11;Artikel_95;Kunde_19;1
2015-05-11;Artikel_96;Kunde_16;-1
2015-05-11;Artikel_1;Kunde_15;2
2015-05-11;Artikel_44;Kunde_26;1
2015-05-11;Artikel_78;Kunde_20;1
2015-05-12;Artikel_97;Kunde_27;1
2015-05-12;Artikel_79;Kunde_27;2
2015-05-12;Artikel_1;Kunde_17;2
2015-05-12;Artikel_80;Kunde_29;2
2015-05-13;Artikel_6;Kunde_2;1
2015-05-13;Artikel_59;Kunde_19;3
2015-05-13;Artikel_26;Kunde_16;1
2015-05-13;Artikel_42;Kunde_27;3
2015-05-13;Artikel_38;Kunde_3;3
2015-05-14;Artikel_79;Kunde_22;2
2015-05-14;Artikel_44;Kunde_15;1
2015-05-14;Artikel_88;Kunde_27;1
2015-05-14;Artikel_84;Kunde_4;1
2015-05-14;Artikel_3;Kunde_15;1
2015-05-15;Artikel_49;Kunde_25;3
2015-05-15;Artikel_100;Kunde_15;1
2015-05-15;Artikel_91;Kunde_22;1
2015-05-15;Artikel_68;Kunde_18;-1
2015-05-15;Artikel_71;Kunde_14;1
2015-05-15;Artikel_90;Kunde_17;2
2015-05-15;Artikel_62;Kunde_16;2
2015-05-15;Artikel_44;Kunde_19;2
2015-05-15;Artikel_72;Kunde_27;1
2015-05-18;Artikel_47;Kunde_2;1
2015-05-18;Artikel_49;Kunde_16;1
2015-05-18;Artikel_72;Kunde_20;1
2015-05-19;Artikel_59;Kunde_12;1
2015-05-19;Artikel_88;Kunde_25;1
2015-05-19;Artikel_1;Kunde_27;1
2015-05-19;Artikel_93;Kunde_18;2
2015-05-19;Artikel_90;Kunde_5;1
2015-05-20;Artikel_49;Kunde_3;2
2015-05-20;Artikel_86;Kunde_14;2
2015-05-20;Artikel_96;Kunde_17;2
2015-05-20;Artikel_78;Kunde_14;2
2015-05-20;Artikel_82;Kunde_10;3
2015-05-21;Artikel_56;Kunde_15;1
2015-05-21;Artikel_97;Kunde_29;1
2015-05-21;Artikel_94;Kunde_1;1
2015-05-21;Artikel_53;Kunde_10;-1
2015-05-21;Artikel_17;Kunde_15;2
2015-05-21;Artikel_23;Kunde_16;1
2015-05-21;Artikel_80;Kunde_15;1
2015-05-21;Artikel_39;Kunde_16;1
2015-05-21;Artikel_80;Kunde_28;1
2015-05-22;Artikel_9;Kunde_19;1
2015-05-22;Artikel_50;Kunde_19;1
2015-05-25;Artikel_23;Kunde_16;1
2015-05-25;Artikel_92;Kunde_30;-1
2015-05-25;Artikel_49;Kunde_10;1
2015-05-25;Artikel_56;Kunde_25;1
2015-05-25;Artikel_99;Kunde_2;3
2015-05-25;Artikel_39;Kunde_1;1
2015-05-25;Artikel_60;Kunde_18;2
2015-05-25;Artikel_23;Kunde_15;2
2015-05-26;Artikel_59;Kunde_22;3
2015-05-26;Artikel_5;Kunde_16;2
2015-05-26;Artikel_91;Kunde_18;2
2015-05-26;Artikel_97;Kunde_18;1
2015-05-26;Artikel_67;Kunde_16;1
2015-05-26;Artikel_55;Kunde_2;2
2015-05-26;Artikel_74;Kunde_23;1
2015-05-26;Artikel_80;Kunde_16;1
2015-05-26;Artikel_39;Kunde_4;1
2015-05-26;Artikel_65;Kunde_16;2
2015-05-26;Artikel_61;Kunde_10;1
2015-05-26;Artikel_19;Kunde_24;1
2015-05-27;Artikel_9;Kunde_11;1
2015-05-27;Artikel_83;Kunde_18;1
2015-05-27;Artikel_57;Kunde_27;2
2015-05-27;Artikel_90;Kunde_16;1
2015-05-27;Artikel_37;Kunde_22;1
2015-05-27;Artikel_1;Kunde_2;1
2015-05-28;Artikel_45;Kunde_10;2
2015-05-28;Artikel_9;Kunde_27;1
2015-05-28;Artikel_91;Kunde_14;-1
2015-05-28;Artikel_84;Kunde_25;1
2015-05-29;Artikel_4;Kunde_2;2
